274 33403
129 112 85
255 130 77
110 99 28
267 5 1
273 160 37
75 210 70
161 168 73
57 75 84
154 193 29
123 239 34
190 164 63
161 114 75
230 221 79
166 94 53
122 135 13
219 84 19
167 9 23
10 98 17
104 7 26
66 8 81
149 29 77
29 1 26
137 38 14
158 245 92
230 51 97
265 196 11
254 202 20
206 31 15
154 48 84
266 12 52
96 271 86
130 172 51
233 80 4
209 111 34
126 9 66
160 30 80
170 189 31
55 204 95
174 173 24
261 188 30
99 220 53
90 106 5
113 228 68
150 20 98
189 206 18
68 204 48
151 216 2
194 122 83
97 246 74
208 198 14
147 235 79
208 103 23
177 5 68
124 163 67
154 19 14
112 36 69
51 52 71
199 151 13
238 136 51
19 6 76
56 220 72
153 212 94
234 217 67
92 149 12
238 164 88
225 108 40
231 28 88
91 69 48
43 140 1
13 127 49
13 249 11
43 172 8
263 265 4
167 151 36
102 48 7
38 107 27
2 16 12
110 229 38
234 243 20
128 11 12
221 230 33
192 270 28
117 89 60
157 33 33
10 152 82
84 62 77
126 149 53
87 142 41
4 52 53
89 112 39
13 107 100
4 2 63
205 87 5
50 229 87
225 118 21
119 122 10
56 16 49
220 57 61
111 136 27
185 148 14
42 156 18
256 172 45
118 95 72
115 47 99
264 222 73
208 79 91
85 66 37
4 30 98
142 99 31
271 203 8
191 17 27
87 25 17
129 186 13
165 81 29
274 17 70
171 148 79
165 172 65
80 19 48
42 251 16
181 115 55
216 25 81
6 39 5
31 100 16
93 219 19
18 261 12
136 54 7
55 219 64
207 112 72
215 47 98
75 198 68
218 156 82
172 119 9
166 255 72
61 241 53
102 31 34
189 220 86
186 84 82
240 47 6
49 135 88
214 37 62
237 243 60
268 178 60
223 62 32
62 46 75
91 40 22
219 66 60
107 39 76
51 191 80
137 72 75
29 214 64
122 258 69
205 6 55
183 148 56
97 185 3
28 220 78
81 139 73
206 238 33
271 136 22
137 115 36
128 28 23
227 260 73
217 84 9
233 31 53
146 52 7
6 274 21
196 144 67
229 214 10
12 161 79
249 208 45
79 136 93
143 12 62
205 102 87
104 204 59
105 62 60
198 256 66
90 7 57
74 97 60
86 93 5
36 132 15
133 11 5
46 6 81
126 199 97
26 117 6
65 187 90
247 25 41
21 13 97
65 91 70
78 8 64
237 212 52
270 120 24
180 237 58
120 162 55
126 153 72
103 218 4
269 44 16
78 235 100
273 85 42
122 259 73
156 266 66
134 160 22
205 222 39
53 6 68
65 171 27
114 194 59
70 62 68
230 235 59
87 148 77
177 224 8
63 29 91
265 215 88
205 116 61
75 220 1
201 62 27
138 145 75
231 171 67
249 93 36
58 125 94
161 101 92
38 164 48
234 64 53
42 83 29
68 232 30
96 255 41
23 194 23
75 133 88
247 93 13
116 212 80
82 123 30
161 92 19
21 13 45
95 208 21
270 6 96
98 65 4
161 165 91
233 172 89
265 173 39
53 89 6
64 272 68
192 189 38
105 27 63
14 271 38
15 177 73
145 102 60
119 2 1
225 26 40
173 91 22
121 55 15
22 206 4
168 247 1
139 228 34
2 249 69
17 274 12
236 175 7
214 58 42
75 124 49
155 26 84
47 100 45
66 39 40
206 21 24
260 109 86
49 23 83
253 160 18
184 10 79
7 260 9
58 265 72
145 164 63
66 237 90
154 53 46
160 109 34
79 156 89
43 65 36
235 101 99
78 187 22
72 246 32
47 147 92
165 77 20
92 228 58
182 148 83
167 187 98
112 6 35
8 53 75
198 200 8
225 163 60
255 163 64
253 245 35
169 201 25
137 86 62
212 155 25
33 44 90
199 88 57
263 220 29
142 194 74
53 250 12
37 2 80
244 201 1
171 211 68
232 120 2
31 226 54
30 48 10
186 13 42
136 89 61
42 62 13
149 74 15
202 210 16
38 119 23
40 106 45
99 50 39
261 111 23
76 260 91
185 70 24
75 62 52
27 70 73
7 183 92
147 12 43
47 64 18
60 69 14
151 197 45
9 186 67
243 10 53
95 256 35
269 107 5
37 75 84
4 145 82
11 158 82
219 83 56
82 185 46
25 66 98
44 77 81
29 14 20
19 3 13
249 128 95
146 177 39
77 255 36
226 74 24
88 91 4
114 212 53
34 171 49
246 15 64
263 116 91
213 47 86
142 246 68
47 71 38
87 222 98
77 212 21
244 267 88
191 7 5
167 65 9
166 60 13
177 30 77
39 219 13
136 262 10
176 51 97
251 135 92
19 133 9
134 23 3
139 47 14
219 186 48
230 226 54
53 97 34
34 188 90
83 35 8
96 96 29
138 182 67
24 109 66
55 157 94
148 85 94
201 51 86
10 190 10
65 155 72
94 34 18
225 268 35
200 208 72
229 20 93
24 233 78
178 188 43
62 231 55
220 253 27
212 119 4
247 13 39
90 245 34
54 54 51
247 153 29
260 74 39
212 194 64
206 126 88
208 199 64
144 86 84
166 72 88
86 223 32
166 100 99
123 199 62
101 264 64
181 261 79
100 96 29
254 36 45
9 202 67
269 39 74
43 229 87
226 178 61
126 162 88
210 193 55
257 198 41
216 175 68
268 36 90
130 222 14
3 46 82
40 28 51
36 39 12
3 175 4
56 135 86
209 95 12
146 142 60
243 174 30
80 21 77
79 220 6
159 129 19
117 218 89
83 71 22
233 35 54
221 114 39
204 216 27
192 248 1
98 66 85
74 131 10
74 250 73
94 107 80
9 127 22
57 180 33
232 241 95
163 67 91
51 205 53
34 143 23
183 65 59
213 233 6
132 221 49
179 173 67
271 156 91
203 132 16
17 157 34
265 90 96
177 111 72
175 40 9
146 70 39
94 179 92
133 119 59
36 163 71
195 9 90
178 7 79
151 265 50
167 225 57
165 177 44
134 46 17
211 72 35
181 260 37
157 227 27
202 214 30
36 99 25
214 36 64
118 143 57
214 94 40
195 41 90
217 158 18
119 106 3
150 99 79
167 186 73
2 216 66
37 259 78
271 218 44
274 45 95
150 35 66
232 232 61
112 179 42
42 64 47
213 108 4
90 150 64
266 31 13
174 147 22
83 168 53
5 65 28
79 254 60
6 212 25
63 127 27
22 176 54
265 16 23
158 53 98
73 20 5
143 14 33
61 113 60
246 266 33
159 200 60
198 212 82
68 214 14
209 183 35
145 164 36
266 77 6
176 202 18
201 28 78
220 36 7
146 200 59
274 151 12
121 255 11
197 251 14
43 245 20
183 98 87
123 16 41
151 92 6
67 4 71
116 12 88
20 167 19
243 91 54
109 266 6
155 82 41
64 203 28
157 189 54
48 86 89
138 104 36
8 247 5
249 205 98
71 28 33
254 248 1
256 207 19
190 121 27
140 256 65
19 200 92
78 187 18
118 262 5
158 214 43
172 127 75
21 249 53
45 145 95
22 133 97
108 2 76
30 44 67
156 216 63
166 37 81
196 123 30
145 101 58
254 155 61
266 130 44
106 115 65
12 21 26
175 8 62
173 6 67
182 236 35
239 40 32
12 143 76
51 34 56
193 184 20
237 62 24
176 90 64
56 224 46
99 215 21
137 186 72
30 270 31
156 151 43
171 205 65
180 156 71
150 102 10
274 25 49
70 156 8
43 227 69
150 150 100
151 105 35
69 20 92
137 182 35
132 143 5
4 60 74
177 41 72
25 219 97
142 263 88
213 62 8
144 216 7
17 245 67
199 28 89
20 268 4
35 199 21
239 159 41
201 180 32
270 148 31
247 56 25
90 102 67
97 17 44
43 131 5
168 255 83
90 63 4
126 107 11
19 8 55
170 211 35
36 236 37
48 239 57
4 231 44
11 120 81
268 40 61
10 168 100
141 5 50
157 59 31
54 219 99
235 5 60
159 69 46
186 126 44
87 136 56
102 184 79
203 45 87
63 129 59
141 40 37
207 215 2
73 85 99
58 215 44
32 168 87
37 21 5
8 241 63
45 126 9
94 67 57
101 25 64
195 52 36
71 236 88
175 8 27
113 207 79
213 51 46
200 141 90
237 274 5
13 262 12
208 28 36
55 187 88
67 130 90
211 19 82
88 228 24
139 200 77
15 72 54
256 17 100
28 42 62
167 260 79
127 156 57
264 99 34
246 174 7
61 273 48
193 182 17
160 122 67
102 28 51
144 198 79
90 247 29
217 121 49
262 30 98
247 252 16
143 255 28
232 171 14
180 27 14
236 120 31
149 235 8
126 19 87
170 189 94
150 199 31
131 1 43
200 5 61
47 271 18
199 71 18
203 45 80
76 198 38
32 27 43
143 183 68
234 78 41
106 191 93
149 192 8
36 2 5
136 13 16
170 263 61
246 9 2
101 186 51
56 165 63
136 138 63
77 188 48
5 2 3
93 22 21
191 90 63
170 224 95
130 224 75
46 111 94
215 47 4
156 219 3
79 256 77
11 111 49
149 7 99
95 235 17
108 241 10
251 51 27
62 257 54
205 119 5
200 147 33
86 83 83
215 240 68
225 146 27
66 22 85
226 225 80
36 23 95
188 24 58
79 104 17
123 30 83
84 25 73
208 264 39
127 220 95
188 23 75
6 191 35
38 115 63
101 135 56
181 140 77
68 213 83
64 66 71
208 62 26
183 223 44
57 38 68
111 32 84
209 55 85
5 89 40
177 272 48
240 221 67
206 18 26
208 12 49
165 131 25
223 226 29
232 127 57
96 85 10
252 143 12
209 22 35
7 274 99
244 108 99
255 126 18
130 100 4
131 7 44
19 181 29
219 239 92
246 140 23
70 70 53
28 90 96
35 226 45
225 83 91
50 171 45
25 131 10
194 89 21
273 65 88
213 261 28
81 229 49
55 273 100
248 191 28
170 187 52
121 217 38
157 58 76
195 37 34
226 268 64
88 263 76
84 193 4
235 52 11
133 107 78
133 265 39
208 205 86
119 37 59
40 179 88
79 67 42
155 209 34
13 220 25
58 75 45
96 259 57
41 84 15
197 151 93
114 198 17
135 145 20
57 109 18
224 105 76
230 232 75
90 113 56
156 216 93
254 198 9
191 224 85
221 187 23
128 142 14
167 124 24
265 220 2
270 144 26
270 68 100
257 123 76
206 77 51
216 245 54
24 258 6
263 49 22
96 118 51
178 209 36
168 29 78
38 141 31
71 127 52
85 40 92
241 53 39
91 201 85
261 68 81
2 209 64
225 129 42
111 118 29
97 120 90
49 164 13
134 163 66
113 255 19
4 98 85
149 82 50
212 184 27
110 176 99
166 8 23
181 27 24
99 264 53
228 142 10
171 271 94
107 270 82
101 33 9
14 167 89
170 167 72
7 34 5
132 121 75
50 135 90
86 192 64
71 199 66
116 14 84
261 189 19
31 113 36
44 61 51
141 16 50
11 29 4
191 183 7
13 63 10
199 40 22
256 31 75
10 19 28
159 268 56
239 243 94
70 20 39
39 161 12
220 62 54
183 108 87
51 213 24
41 271 43
272 211 22
235 130 45
76 184 52
44 230 85
81 39 12
179 259 33
194 138 71
124 167 86
273 23 2
27 246 42
52 17 27
267 81 2
8 125 21
271 201 8
146 44 92
3 26 4
139 36 57
274 206 9
186 141 87
102 4 84
87 109 47
112 54 33
129 224 84
255 118 37
56 129 73
234 176 96
57 259 40
217 85 91
179 179 90
240 3 49
13 204 26
192 19 68
173 89 99
159 24 46
180 250 98
240 147 66
223 205 49
163 145 46
268 233 92
111 198 6
96 142 20
154 145 97
6 73 98
74 86 21
205 125 56
143 156 26
256 72 90
1 244 67
91 179 67
180 39 86
148 50 24
236 270 64
168 185 23
177 211 5
208 160 7
131 99 98
230 272 99
52 192 57
136 259 50
239 195 91
259 263 75
228 197 94
94 164 13
42 229 64
134 91 48
162 88 100
232 26 46
224 19 58
211 180 57
221 48 90
28 10 55
265 260 60
167 255 57
256 173 23
30 82 91
185 118 100
139 157 85
190 23 91
59 158 23
238 41 17
135 203 12
76 219 35
193 105 30
156 15 38
105 273 49
181 30 32
97 248 68
123 180 18
263 61 84
16 221 54
152 193 14
227 102 11
163 72 89
168 211 40
162 174 96
50 178 51
261 133 40
54 161 79
198 249 54
43 56 16
17 189 24
34 16 19
85 12 69
212 245 23
167 260 11
92 267 88
18 60 8
54 27 60
240 54 50
217 20 25
163 82 5
34 227 32
143 176 70
75 266 38
173 5 98
231 185 59
155 230 94
87 200 92
207 138 60
143 89 79
38 152 18
82 161 18
52 20 31
175 178 20
226 114 40
204 138 53
87 161 87
152 181 30
198 4 57
198 212 7
201 131 61
55 26 93
182 208 38
6 124 59
117 145 45
54 260 20
179 263 99
139 174 89
245 137 75
53 105 48
84 125 24
209 227 98
131 191 83
169 184 1
179 103 27
245 54 1
156 173 82
45 245 46
107 54 58
30 179 96
28 198 46
259 202 45
60 201 6
102 202 40
164 211 50
223 129 14
252 116 27
267 99 67
231 6 6
53 106 49
212 84 29
93 20 68
255 45 28
225 22 8
181 156 42
169 85 12
70 157 31
95 245 58
148 180 13
7 45 44
55 238 71
40 86 45
43 62 7
157 94 12
133 15 46
205 269 67
57 23 52
11 247 86
263 220 17
259 205 84
157 119 37
209 211 96
78 267 58
27 241 33
152 11 96
154 184 70
156 252 46
171 272 24
243 4 83
27 126 60
234 96 6
46 39 7
211 19 25
126 203 38
42 262 70
55 134 46
220 92 14
14 237 17
215 76 43
19 78 94
96 24 25
195 52 62
154 132 60
243 34 30
120 242 59
232 17 17
1 135 80
68 135 52
164 230 89
63 113 48
173 207 96
211 73 24
198 229 51
74 131 23
216 27 33
193 246 75
210 188 16
62 126 43
77 250 39
177 249 79
219 72 1
40 169 14
122 225 45
76 122 17
179 207 97
256 208 82
58 83 19
15 175 91
152 274 88
146 73 22
110 220 2
36 80 67
71 13 51
114 237 79
93 255 27
264 1 52
190 161 67
114 42 67
113 268 80
210 24 92
29 72 94
226 195 27
166 256 94
195 178 83
252 4 83
58 234 11
23 261 74
107 257 82
211 167 1
93 81 23
79 264 77
10 260 10
168 264 30
271 251 55
78 192 50
178 161 42
126 150 41
122 94 54
142 239 95
73 121 90
10 182 96
131 144 51
133 258 99
184 65 30
36 178 50
13 53 84
190 123 75
188 51 55
84 165 53
269 121 56
72 85 71
201 182 44
145 198 67
68 248 27
240 176 7
3 28 8
266 38 46
121 233 3
15 16 89
47 148 51
264 89 4
83 170 30
206 139 57
118 216 42
52 20 53
255 99 82
171 251 18
44 232 95
89 264 28
31 69 35
239 267 7
7 266 28
22 204 64
97 94 100
211 34 95
93 125 55
28 98 27
37 79 91
265 87 29
81 231 46
164 42 91
180 130 87
91 199 87
238 137 44
141 245 55
146 207 72
11 1 87
121 221 48
251 193 81
125 251 15
92 261 27
42 117 25
123 14 18
47 273 72
108 232 94
126 253 2
237 74 81
194 112 66
34 228 15
225 25 35
180 131 11
82 246 30
73 100 78
189 33 48
1 62 79
235 253 5
171 111 16
256 181 25
223 43 34
173 255 42
133 11 99
208 262 38
202 269 90
113 69 68
206 194 63
181 230 43
175 61 48
41 202 78
20 53 3
197 148 83
143 259 53
101 164 39
156 117 99
224 83 65
1 40 49
7 178 85
260 250 28
17 115 83
235 158 49
30 6 89
169 62 76
105 46 7
261 24 87
108 49 30
70 59 25
141 150 31
214 1 56
37 94 10
212 84 32
269 260 8
52 109 31
154 56 63
48 44 83
270 239 38
53 214 18
9 80 50
177 207 3
145 148 74
255 185 80
60 109 17
254 2 42
76 181 92
119 66 93
36 86 72
215 30 57
205 17 78
76 33 45
167 142 93
197 14 80
141 257 77
80 41 58
204 234 70
254 40 10
142 35 35
274 89 62
233 193 22
274 102 43
254 197 56
89 33 72
264 210 35
254 41 79
208 7 57
66 148 26
154 133 44
255 237 97
173 154 87
200 48 70
47 266 59
148 8 48
173 67 56
201 95 99
244 49 53
267 80 17
194 29 52
103 83 92
260 270 84
215 177 89
135 109 25
66 59 40
184 54 12
167 190 61
64 85 39
209 243 100
21 226 69
126 14 92
74 57 26
22 20 88
200 202 48
234 24 20
78 125 68
109 259 99
96 13 36
55 90 27
73 263 68
233 274 2
252 224 60
72 265 75
135 209 56
51 144 72
80 48 90
148 197 9
121 267 86
125 25 31
103 273 42
41 34 54
202 174 6
264 44 69
121 221 88
214 94 88
254 101 78
252 165 36
225 273 14
86 123 35
104 48 58
47 166 31
109 103 90
59 180 34
215 169 4
208 255 31
146 185 7
41 232 60
72 222 7
15 225 69
97 150 82
245 179 86
70 223 56
224 34 57
148 150 78
63 253 11
131 105 86
193 202 10
249 128 52
32 67 66
1 260 80
224 243 11
186 132 92
210 7 35
59 258 31
29 62 37
138 182 72
153 146 77
182 66 92
18 108 54
246 79 63
247 168 83
231 210 89
21 136 35
7 218 41
47 81 84
209 210 43
239 182 65
62 153 90
1 221 24
193 160 84
179 212 9
17 22 43
240 214 4
167 66 86
58 106 61
110 247 60
251 12 13
232 41 13
247 15 97
158 81 87
212 19 4
24 259 65
163 67 86
239 90 8
153 206 32
91 98 34
216 166 72
169 145 97
245 217 57
15 180 39
18 180 90
99 209 12
228 192 76
234 19 85
43 71 55
94 83 39
85 99 95
176 122 60
209 95 44
159 92 43
88 198 55
155 160 72
171 168 13
56 104 69
117 108 59
202 187 38
105 5 3
21 166 53
102 15 75
60 102 8
241 176 9
20 224 16
264 192 42
105 48 89
240 119 49
127 199 48
4 27 95
176 156 88
194 99 10
95 132 61
205 34 58
51 125 73
14 156 20
91 268 39
205 13 34
161 244 33
207 91 32
95 155 6
52 235 22
165 174 30
126 222 66
5 67 5
168 6 85
208 165 10
80 19 59
91 10 46
274 64 73
112 265 71
51 267 46
224 70 97
231 198 47
252 32 3
174 170 81
61 121 35
260 127 4
152 109 81
11 121 4
106 205 30
9 23 2
110 182 69
222 80 51
73 15 74
131 104 87
81 235 63
215 20 60
210 210 14
137 73 1
94 57 18
142 82 34
77 208 7
264 236 90
38 194 35
75 3 7
57 165 72
99 150 99
196 7 39
75 218 96
183 206 4
11 70 65
87 194 29
207 151 64
129 97 56
152 72 32
60 185 3
125 120 83
134 81 76
46 150 82
98 47 49
202 53 35
175 208 92
135 51 49
225 197 12
44 259 18
108 76 50
56 66 81
145 237 28
210 114 9
125 242 95
248 100 74
210 110 55
267 244 89
64 205 46
97 15 93
86 222 11
165 70 89
231 167 28
4 50 36
113 110 94
72 221 32
9 86 45
158 127 28
133 84 5
86 271 79
262 128 18
201 195 19
202 193 40
32 80 37
103 104 16
13 97 41
253 18 52
194 154 33
5 58 36
177 140 78
124 272 53
85 213 68
219 29 47
76 65 50
164 76 34
98 4 45
223 94 64
268 222 32
175 56 97
89 207 21
194 21 72
137 265 97
30 244 43
258 106 10
14 211 85
124 233 84
158 140 48
232 175 98
253 102 79
10 85 21
134 261 43
101 179 20
172 240 27
211 155 47
172 180 46
16 191 32
167 105 69
54 148 80
245 107 67
105 208 4
268 233 12
261 109 63
105 201 66
240 57 49
211 35 28
219 89 73
149 186 65
55 162 18
247 14 63
30 32 44
23 270 56
240 190 49
20 268 99
80 101 70
176 21 95
181 99 84
168 19 76
143 32 23
67 19 1
136 105 28
228 138 89
170 72 44
176 8 98
140 234 31
123 253 87
130 145 80
208 47 51
178 199 20
265 23 93
9 272 100
240 82 49
241 198 66
171 245 70
15 62 87
113 212 16
101 49 73
65 233 97
128 81 34
149 121 86
121 122 61
10 171 22
246 168 33
206 129 47
6 63 87
140 103 25
121 240 46
214 134 82
171 249 97
202 156 59
123 160 82
170 5 88
47 173 12
145 39 99
142 10 29
49 246 11
122 66 100
122 235 91
60 102 30
158 240 54
192 102 9
73 98 50
40 175 8
108 185 39
113 91 44
74 128 45
270 2 59
254 145 6
114 160 12
159 126 29
103 215 18
191 199 77
251 51 85
201 255 64
196 21 71
117 212 83
11 14 9
179 239 80
227 33 35
32 230 69
156 126 82
131 9 47
179 186 12
171 20 9
145 210 35
163 226 8
200 161 81
81 193 37
86 52 91
21 222 21
156 244 2
228 269 49
38 50 38
262 149 14
194 65 12
195 229 25
128 221 46
244 207 65
204 57 38
5 174 65
24 66 97
110 228 14
218 187 79
183 131 69
38 209 12
271 260 33
251 92 86
16 56 43
187 93 52
50 158 42
92 110 13
160 222 35
153 172 86
248 82 48
259 187 50
144 255 65
136 237 13
181 98 90
56 88 7
80 55 45
164 229 83
228 107 86
132 31 47
61 78 32
215 171 8
196 243 60
133 218 24
228 18 10
10 250 23
131 19 46
95 32 72
248 72 96
104 31 25
96 258 43
109 130 12
232 170 6
136 71 40
112 42 65
124 170 27
247 126 36
116 182 47
50 129 26
2 168 94
19 79 9
79 249 99
206 140 59
199 30 19
35 27 52
192 263 54
271 127 88
142 177 16
68 30 59
13 117 97
69 140 83
250 32 41
53 268 29
32 85 84
74 250 8
11 92 93
83 119 47
158 145 37
136 265 64
213 129 25
268 110 29
151 247 53
85 58 48
7 89 74
149 25 18
192 30 46
231 184 56
183 120 61
267 113 41
158 25 88
166 171 52
82 201 28
267 260 66
164 107 55
211 78 66
266 190 95
98 11 1
67 225 29
242 89 58
53 175 22
258 257 10
239 207 1
136 155 2
157 55 9
252 121 33
202 112 51
106 178 17
195 152 2
165 222 39
122 244 94
220 197 51
59 225 86
253 120 93
154 175 30
52 111 37
31 110 67
12 215 79
89 24 22
159 95 54
186 29 8
274 94 99
105 232 61
9 106 52
68 95 34
232 116 3
267 125 67
100 198 79
182 10 74
85 119 9
149 41 3
240 61 93
268 107 75
140 110 19
5 102 39
268 7 21
51 143 34
138 121 2
135 52 64
15 162 89
